latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.0,-8.5,19.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),sunshine_duration (s),is_day (),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),shortwave_radiation (W/m²)
2025-01-04T00:00,0.8,79,1.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T01:00,0.8,81,2.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T02:00,1.3,77,2.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T03:00,1.8,75,2.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T04:00,2.1,75,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T05:00,2.5,76,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T06:00,2.8,75,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T07:00,3.4,74,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T08:00,3.8,81,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T09:00,3.9,83,7.6,0.00,1,0.0,0.0,0.0,0.0
2025-01-04T10:00,4.0,89,11.2,0.00,1,0.0,5.0,0.0,5.0
2025-01-04T11:00,4.0,89,6.1,0.00,1,0.0,6.0,0.0,6.0
2025-01-04T12:00,4.3,93,11.2,0.00,1,0.0,7.0,0.0,7.0
2025-01-04T13:00,4.4,96,10.1,0.00,1,0.0,17.0,0.0,17.0
2025-01-04T14:00,4.3,93,15.8,0.00,1,0.0,8.0,0.0,8.0
2025-01-04T15:00,4.5,93,15.5,0.00,1,0.0,9.0,0.0,9.0
2025-01-04T16:00,4.2,92,19.1,0.00,1,0.0,3.0,0.0,3.0
2025-01-04T17:00,4.0,95,18.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T18:00,4.1,93,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T19:00,3.6,96,23.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T20:00,3.3,96,22.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T21:00,3.1,95,24.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T22:00,3.7,92,18.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-04T23:00,3.9,91,20.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T00:00,3.7,93,19.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T01:00,2.7,91,19.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T02:00,2.6,87,20.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T03:00,2.4,87,16.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T04:00,2.0,93,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T05:00,2.0,92,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T06:00,1.7,93,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T07:00,1.7,94,11.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T08:00,2.1,92,10.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T09:00,2.3,93,14.0,0.00,1,0.0,0.0,0.0,0.0
2025-01-05T10:00,2.2,93,13.7,0.00,1,0.0,3.0,0.0,3.0
2025-01-05T11:00,2.2,93,17.3,0.00,1,0.0,7.0,0.0,7.0
2025-01-05T12:00,2.2,91,17.6,0.00,1,0.0,10.0,0.0,10.0
2025-01-05T13:00,1.7,94,19.1,0.00,1,0.0,10.0,0.0,10.0
2025-01-05T14:00,1.1,99,23.0,0.00,1,0.0,12.0,0.0,12.0
2025-01-05T15:00,1.2,99,23.0,0.00,1,0.0,8.0,0.0,8.0
2025-01-05T16:00,1.1,100,23.0,0.00,1,0.0,2.0,0.0,2.0
2025-01-05T17:00,1.5,96,22.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T18:00,1.6,99,24.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T19:00,1.7,95,23.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T20:00,1.7,96,22.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T21:00,2.3,92,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T22:00,2.4,87,19.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-05T23:00,2.1,87,20.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T00:00,2.0,88,19.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T01:00,1.9,84,16.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T02:00,1.6,81,12.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T03:00,2.0,80,12.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T04:00,2.1,85,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T05:00,2.1,90,14.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T06:00,2.7,90,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T07:00,3.0,89,20.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T08:00,2.4,91,24.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T09:00,1.4,100,27.4,0.00,1,0.0,0.0,0.0,0.0
2025-01-06T10:00,2.5,86,14.4,0.00,1,1.0,29.0,11.9,30.0
2025-01-06T11:00,3.4,81,15.1,2043.35,1,23.0,83.0,128.1,106.0
2025-01-06T12:00,3.3,85,20.2,0.00,1,0.0,121.0,0.0,121.0
2025-01-06T13:00,3.5,83,17.6,3600.00,1,105.0,114.0,391.3,219.0
2025-01-06T14:00,3.4,83,17.6,3600.00,1,118.0,59.0,461.7,177.0
2025-01-06T15:00,3.2,83,16.2,3600.00,1,51.0,72.0,248.8,123.0
2025-01-06T16:00,2.3,85,15.8,2951.31,1,19.0,62.0,158.4,81.0
2025-01-06T17:00,1.6,83,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T18:00,1.4,85,15.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T19:00,1.5,85,14.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T20:00,1.3,87,18.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T21:00,1.3,92,13.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T22:00,1.0,85,13.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-06T23:00,1.9,78,16.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T00:00,2.1,93,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T01:00,2.1,86,17.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T02:00,2.3,89,18.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T03:00,2.5,93,22.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T04:00,2.3,91,17.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T05:00,2.3,88,17.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T06:00,2.5,88,10.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T07:00,2.1,89,10.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T08:00,1.2,89,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T09:00,1.1,88,6.8,0.00,1,0.0,3.0,0.0,3.0
2025-01-07T10:00,1.5,87,7.6,3600.00,1,32.0,33.0,375.9,65.0
2025-01-07T11:00,2.7,84,10.4,3600.00,1,103.0,57.0,569.1,160.0
2025-01-07T12:00,3.5,81,12.6,3600.00,1,161.0,68.0,659.4,229.0
2025-01-07T13:00,4.2,78,8.6,3600.00,1,187.0,70.0,691.5,257.0
2025-01-07T14:00,4.9,72,13.0,3600.00,1,165.0,70.0,639.8,235.0
2025-01-07T15:00,4.6,73,10.4,3600.00,1,121.0,57.0,583.2,178.0
2025-01-07T16:00,4.2,73,9.7,3600.00,1,47.0,40.0,383.3,87.0
2025-01-07T17:00,2.8,77,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T18:00,2.2,77,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T19:00,1.5,77,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T20:00,0.7,78,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T21:00,0.3,79,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T22:00,-0.0,82,6.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-07T23:00,-0.2,82,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T00:00,-0.6,85,2.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T01:00,-0.2,83,2.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T02:00,-0.5,81,1.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T03:00,0.6,81,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T04:00,0.2,84,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T05:00,0.4,83,2.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T06:00,1.0,79,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T07:00,1.3,78,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T08:00,1.1,77,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T09:00,1.5,76,10.1,0.00,1,0.0,1.0,0.0,1.0
2025-01-08T10:00,1.7,75,7.6,0.00,1,0.0,12.0,0.0,12.0
2025-01-08T11:00,1.5,76,5.8,0.00,1,0.0,45.0,0.0,45.0
2025-01-08T12:00,1.5,80,7.9,0.00,1,0.0,60.0,0.0,60.0
2025-01-08T13:00,2.1,80,7.2,0.00,1,0.0,43.0,0.0,43.0
2025-01-08T14:00,2.4,79,5.0,0.00,1,0.0,48.0,0.0,48.0
2025-01-08T15:00,3.0,78,9.7,0.00,1,0.0,51.0,0.0,51.0
2025-01-08T16:00,3.0,79,10.4,0.00,1,1.0,36.0,8.0,37.0
2025-01-08T17:00,2.7,79,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T18:00,1.6,82,10.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T19:00,0.8,85,14.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T20:00,-0.5,88,14.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T21:00,-0.8,84,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T22:00,-1.5,84,11.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-08T23:00,-2.5,90,13.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T00:00,-3.1,91,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T01:00,-3.1,93,10.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T02:00,-2.8,95,11.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T03:00,-2.1,88,12.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T04:00,-2.7,88,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T05:00,-3.6,89,1.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T06:00,-3.0,89,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T07:00,-3.4,94,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T08:00,-2.9,96,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T09:00,-2.6,95,4.3,0.00,1,0.0,4.0,0.0,4.0
2025-01-09T10:00,-1.2,91,5.8,3600.00,1,25.0,36.0,284.5,61.0
2025-01-09T11:00,0.1,87,6.1,3600.00,1,105.0,58.0,569.7,163.0
2025-01-09T12:00,2.0,83,6.8,3600.00,1,125.0,83.0,503.8,208.0
2025-01-09T13:00,3.0,80,6.5,3600.00,1,145.0,87.0,527.4,232.0
2025-01-09T14:00,3.3,78,4.7,3600.00,1,138.0,88.0,524.9,226.0
2025-01-09T15:00,3.3,80,4.3,3600.00,1,52.0,99.0,244.3,151.0
2025-01-09T16:00,2.9,83,2.9,0.00,1,2.0,68.0,15.6,70.0
2025-01-09T17:00,1.7,87,2.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T18:00,1.2,89,2.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T19:00,1.8,83,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T20:00,1.7,78,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T21:00,1.7,75,8.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T22:00,2.0,76,9.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-09T23:00,2.0,81,13.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T00:00,2.4,84,14.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T01:00,2.9,80,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T02:00,3.6,76,13.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T03:00,3.7,83,16.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T04:00,3.5,93,21.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T05:00,4.1,92,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T06:00,4.6,92,19.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T07:00,5.2,83,16.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T08:00,5.4,89,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T09:00,5.7,91,14.4,0.00,1,0.0,0.0,0.0,0.0
2025-01-10T10:00,6.0,95,16.2,0.00,1,0.0,8.0,0.0,8.0
2025-01-10T11:00,6.2,95,18.0,0.00,1,0.0,14.0,0.0,14.0
2025-01-10T12:00,6.4,96,18.0,0.00,1,0.0,19.0,0.0,19.0
2025-01-10T13:00,6.9,96,18.4,0.00,1,0.0,22.0,0.0,22.0
2025-01-10T14:00,7.0,97,17.3,0.00,1,0.0,13.0,0.0,13.0
2025-01-10T15:00,7.1,95,16.6,0.00,1,0.0,13.0,0.0,13.0
2025-01-10T16:00,7.1,97,16.2,0.00,1,0.0,10.0,0.0,10.0
2025-01-10T17:00,7.0,98,15.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T18:00,7.7,97,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T19:00,8.0,97,10.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T20:00,7.9,99,10.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T21:00,8.2,98,9.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T22:00,8.2,99,6.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-10T23:00,7.9,99,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T00:00,7.6,98,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T01:00,7.5,95,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T02:00,7.3,97,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T03:00,7.0,96,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T04:00,6.8,96,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T05:00,6.2,96,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T06:00,6.6,93,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T07:00,6.5,92,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T08:00,5.5,93,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T09:00,4.1,91,2.9,0.00,1,0.0,5.0,0.0,5.0
2025-01-11T10:00,5.7,88,4.3,3600.00,1,34.0,35.0,373.1,69.0
2025-01-11T11:00,7.6,85,5.8,3600.00,1,103.0,58.0,547.3,161.0
2025-01-11T12:00,8.5,85,3.6,3600.00,1,163.0,69.0,645.3,232.0
2025-01-11T13:00,9.3,83,2.9,3600.00,1,184.0,75.0,657.3,259.0
2025-01-11T14:00,10.2,78,5.8,3600.00,1,166.0,74.0,618.4,240.0
2025-01-11T15:00,9.7,81,5.8,3600.00,1,74.0,90.0,338.2,164.0
2025-01-11T16:00,9.0,84,2.9,431.64,1,10.0,70.0,74.4,80.0
2025-01-11T17:00,7.5,87,4.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T18:00,5.9,91,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T19:00,5.4,92,3.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T20:00,4.2,96,1.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T21:00,4.3,96,1.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T22:00,4.9,94,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-11T23:00,4.7,96,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T00:00,4.8,96,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T01:00,4.6,97,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T02:00,4.0,99,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T03:00,4.3,99,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T04:00,4.9,97,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T05:00,6.0,95,7.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T06:00,7.0,92,7.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T07:00,7.3,94,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T08:00,7.7,96,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T09:00,8.6,95,10.1,0.00,1,0.0,1.0,0.0,1.0
2025-01-12T10:00,9.0,95,11.9,0.00,1,0.0,16.0,0.0,16.0
2025-01-12T11:00,9.5,96,13.0,0.00,1,0.0,24.0,0.0,24.0
2025-01-12T12:00,9.8,96,13.3,0.00,1,0.0,25.0,0.0,25.0
2025-01-12T13:00,10.2,95,14.0,0.00,1,0.0,32.0,0.0,32.0
2025-01-12T14:00,10.6,93,15.8,0.00,1,0.0,34.0,0.0,34.0
2025-01-12T15:00,10.5,93,20.9,0.00,1,0.0,24.0,0.0,24.0
2025-01-12T16:00,10.6,93,18.0,0.00,1,0.0,16.0,0.0,16.0
2025-01-12T17:00,10.4,94,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T18:00,10.4,94,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T19:00,10.4,96,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T20:00,10.5,96,19.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T21:00,10.6,96,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T22:00,10.8,95,20.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-12T23:00,10.7,97,21.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T00:00,10.7,97,22.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T01:00,10.7,96,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T02:00,10.4,98,20.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T03:00,10.8,98,18.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T04:00,10.8,98,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T05:00,10.9,96,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T06:00,11.0,97,22.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T07:00,11.2,97,23.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T08:00,11.2,97,18.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T09:00,11.4,95,21.6,0.00,1,0.0,0.0,0.0,0.0
2025-01-13T10:00,11.5,96,19.4,0.00,1,0.0,9.0,0.0,9.0
2025-01-13T11:00,11.4,97,17.6,0.00,1,0.0,27.0,0.0,27.0
2025-01-13T12:00,11.5,97,20.9,0.00,1,0.0,28.0,0.0,28.0
2025-01-13T13:00,12.0,94,22.7,0.00,1,0.0,58.0,0.0,58.0
2025-01-13T14:00,11.9,95,19.1,0.00,1,1.0,48.0,3.6,49.0
2025-01-13T15:00,11.7,95,17.6,0.00,1,0.0,26.0,0.0,26.0
2025-01-13T16:00,11.5,96,18.0,0.00,1,0.0,12.0,0.0,12.0
2025-01-13T17:00,11.4,96,16.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T18:00,11.4,96,16.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T19:00,11.5,94,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T20:00,11.5,95,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T21:00,11.4,95,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T22:00,11.2,97,11.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-13T23:00,11.2,98,10.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T00:00,11.1,99,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T01:00,11.2,98,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T02:00,11.2,98,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T03:00,11.1,99,6.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T04:00,11.1,99,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T05:00,11.1,99,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T06:00,11.1,98,6.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T07:00,11.1,97,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T08:00,11.2,96,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T09:00,11.2,96,4.7,0.00,1,0.0,2.0,0.0,2.0
2025-01-14T10:00,11.4,96,6.5,0.00,1,0.0,29.0,0.0,29.0
2025-01-14T11:00,11.4,95,9.4,0.00,1,0.0,56.0,0.0,56.0
2025-01-14T12:00,12.1,94,9.0,0.00,1,11.0,86.0,42.3,97.0
2025-01-14T13:00,12.6,93,8.6,72.04,1,18.0,112.0,62.4,130.0
2025-01-14T14:00,12.9,92,11.2,0.00,1,6.0,80.0,21.6,86.0
2025-01-14T15:00,12.0,95,10.8,0.00,1,1.0,68.0,4.4,69.0
2025-01-14T16:00,11.7,95,8.6,0.00,1,0.0,35.0,0.0,35.0
2025-01-14T17:00,11.1,96,11.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T18:00,10.8,95,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T19:00,10.6,93,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T20:00,10.4,91,9.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T21:00,10.3,89,10.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T22:00,9.6,87,8.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-14T23:00,9.4,90,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T00:00,8.9,90,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T01:00,8.1,93,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T02:00,8.5,94,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T03:00,9.1,94,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T04:00,9.0,95,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T05:00,8.9,95,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T06:00,8.3,97,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T07:00,8.3,96,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T08:00,8.5,96,6.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T09:00,8.6,96,8.3,0.00,1,0.0,5.0,0.0,5.0
2025-01-15T10:00,9.2,93,6.1,3600.00,1,24.0,39.0,242.0,63.0
2025-01-15T11:00,10.3,91,9.4,3600.00,1,73.0,72.0,369.7,145.0
2025-01-15T12:00,11.1,85,11.9,3600.00,1,164.0,72.0,623.4,236.0
2025-01-15T13:00,11.6,80,11.9,3600.00,1,190.0,80.0,651.7,270.0
2025-01-15T14:00,11.9,78,11.9,3600.00,1,187.0,68.0,665.7,255.0
2025-01-15T15:00,11.3,80,14.4,3600.00,1,102.0,87.0,439.7,189.0
2025-01-15T16:00,10.9,81,13.0,1442.88,1,16.0,55.0,108.1,71.0
2025-01-15T17:00,10.3,83,10.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T18:00,9.7,88,9.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T19:00,9.7,86,10.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T20:00,9.5,85,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T21:00,9.4,85,9.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T22:00,9.4,85,11.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-15T23:00,9.6,82,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T00:00,9.7,82,13.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T01:00,9.8,82,13.0,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T02:00,9.7,82,12.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T03:00,9.9,80,14.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T04:00,9.9,83,12.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T05:00,10.0,82,13.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T06:00,9.9,81,17.3,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T07:00,9.9,81,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T08:00,9.8,81,12.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T09:00,10.0,80,15.5,0.00,1,0.0,3.0,0.0,3.0
2025-01-16T10:00,10.3,77,18.4,0.00,1,0.0,32.0,0.0,32.0
2025-01-16T11:00,10.5,79,17.3,0.00,1,0.0,57.0,0.0,57.0
2025-01-16T12:00,10.7,77,17.6,0.00,1,2.0,86.0,7.5,88.0
2025-01-16T13:00,10.9,76,19.8,0.00,1,0.0,107.0,0.0,107.0
2025-01-16T14:00,10.9,76,20.9,0.00,1,4.0,108.0,14.1,112.0
2025-01-16T15:00,10.9,75,21.2,0.00,1,12.0,76.0,51.0,88.0
2025-01-16T16:00,11.0,79,17.6,0.00,1,0.0,41.0,0.0,41.0
2025-01-16T17:00,10.7,79,19.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T18:00,10.7,81,18.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T19:00,10.6,82,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T20:00,10.7,80,16.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T21:00,10.6,80,16.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T22:00,10.6,83,14.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-16T23:00,10.8,84,16.9,0.00,0,0.0,0.0,0.0,0.0
2025-01-17T00:00,10.9,79,20.2,0.00,0,0.0,0.0,0.0,0.0
2025-01-17T01:00,10.7,80,16.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-17T02:00,10.7,79,16.6,0.00,0,0.0,0.0,0.0,0.0
2025-01-17T03:00,10.5,78,19.1,0.00,0,0.0,0.0,0.0,0.0
2025-01-17T04:00,10.4,86,14.8,0.00,0,0.0,0.0,0.0,0.0
2025-01-17T05:00,10.8,86,14.4,0.00,0,0.0,0.0,0.0,0.0
2025-01-17T06:00,10.7,85,13.7,0.00,0,0.0,0.0,0.0,0.0
2025-01-17T07:00,10.5,84,13.0,0.00,0,0.0,0.0,0.0,0.0
