latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.880768,-8.5372925,19.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),sunshine_duration (s),is_day (),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²)
2023-07-25T00:00,13.6,76,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-25T01:00,13.3,77,10.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-25T02:00,12.7,80,7.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-25T03:00,12.7,83,6.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-25T04:00,12.2,85,5.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-25T05:00,11.6,88,5.8,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-07-25T06:00,12.5,83,2.9,2901.37,1,39.0,14.0,25.0,148.7,23.4
2023-07-25T07:00,13.4,78,2.9,3600.00,1,152.0,77.0,75.0,323.4,89.0
2023-07-25T08:00,14.8,71,2.9,3600.00,1,297.0,191.0,106.0,491.3,244.1
2023-07-25T09:00,16.2,59,4.0,3600.00,1,455.0,331.0,124.0,623.4,439.3
2023-07-25T10:00,17.1,56,4.0,0.00,1,321.0,37.0,284.0,56.5,303.9
2023-07-25T11:00,17.6,54,2.2,0.00,1,215.0,1.0,214.0,1.3,199.7
2023-07-25T12:00,18.3,54,3.2,0.00,1,312.0,17.0,295.0,20.8,293.9
2023-07-25T13:00,18.1,59,10.4,0.00,1,205.0,0.0,205.0,0.0,190.2
2023-07-25T14:00,17.4,65,11.2,0.00,1,227.0,3.0,224.0,3.6,211.4
2023-07-25T15:00,17.4,64,10.1,0.00,1,226.0,3.0,223.0,3.9,210.4
2023-07-25T16:00,17.9,62,11.2,0.00,1,159.0,0.0,159.0,0.0,147.5
2023-07-25T17:00,17.7,64,13.0,0.00,1,134.0,0.0,134.0,0.0,124.3
2023-07-25T18:00,17.5,65,10.1,0.00,1,132.0,24.0,108.0,54.6,120.8
2023-07-25T19:00,17.2,68,11.9,3600.00,1,162.0,114.0,48.0,392.3,101.0
2023-07-25T20:00,16.1,76,11.9,993.24,1,53.0,13.0,40.0,93.1,37.3
2023-07-25T21:00,14.5,85,9.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-25T22:00,12.7,92,3.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-25T23:00,13.3,89,5.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-26T00:00,13.4,90,5.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-26T01:00,14.0,91,4.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-26T02:00,14.5,92,8.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-26T03:00,14.6,93,6.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-26T04:00,14.7,94,6.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-26T05:00,14.4,92,7.9,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-07-26T06:00,14.4,99,8.6,0.00,1,12.0,0.0,12.0,0.0,11.1
2023-07-26T07:00,15.7,96,11.5,0.00,1,29.0,0.0,29.0,0.0,26.9
2023-07-26T08:00,16.3,92,12.2,0.00,1,49.0,0.0,49.0,0.0,45.5
2023-07-26T09:00,16.3,94,15.5,0.00,1,24.0,0.0,24.0,0.0,22.3
2023-07-26T10:00,16.3,92,16.2,0.00,1,81.0,0.0,81.0,0.0,75.1
2023-07-26T11:00,16.5,88,15.5,0.00,1,69.0,0.0,69.0,0.0,64.0
2023-07-26T12:00,16.1,94,14.8,0.00,1,69.0,0.0,69.0,0.0,64.0
2023-07-26T13:00,16.4,94,23.0,0.00,1,107.0,0.0,107.0,0.0,99.3
2023-07-26T14:00,16.6,95,22.0,0.00,1,54.0,0.0,54.0,0.0,50.1
2023-07-26T15:00,16.8,94,24.8,0.00,1,111.0,0.0,111.0,0.0,103.0
2023-07-26T16:00,17.4,92,25.2,0.00,1,93.0,1.0,92.0,1.4,86.5
2023-07-26T17:00,18.1,87,22.7,0.00,1,73.0,1.0,72.0,1.7,67.8
2023-07-26T18:00,17.7,92,18.0,0.00,1,30.0,0.0,30.0,0.0,27.8
2023-07-26T19:00,17.7,92,18.7,0.00,1,30.0,3.0,27.0,10.4,26.5
2023-07-26T20:00,17.5,92,20.2,0.00,1,24.0,4.0,20.0,29.3,18.6
2023-07-26T21:00,17.3,92,18.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-26T22:00,17.7,86,17.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-26T23:00,17.2,90,14.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-27T00:00,17.0,90,14.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-27T01:00,17.0,90,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-27T02:00,16.8,89,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-27T03:00,16.5,88,8.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-27T04:00,16.2,88,8.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-27T05:00,15.1,93,9.0,0.00,1,1.0,0.0,1.0,0.0,0.0
2023-07-27T06:00,15.4,91,9.4,1088.38,1,32.0,8.0,24.0,87.6,22.4
2023-07-27T07:00,15.9,91,8.6,2332.82,1,100.0,32.0,68.0,137.8,71.0
2023-07-27T08:00,17.6,83,12.2,3600.00,1,248.0,157.0,91.0,409.6,205.2
2023-07-27T09:00,18.4,79,11.9,3600.00,1,212.0,96.0,116.0,182.5,202.4
2023-07-27T10:00,19.0,77,11.2,0.00,1,248.0,36.0,212.0,55.4,236.2
2023-07-27T11:00,19.7,71,13.3,0.00,1,294.0,18.0,276.0,24.1,276.9
2023-07-27T12:00,20.4,67,11.2,3600.00,1,449.0,150.0,299.0,184.6,456.6
2023-07-27T13:00,21.5,60,13.3,3600.00,1,656.0,340.0,316.0,405.1,703.7
2023-07-27T14:00,22.2,56,16.2,3600.00,1,431.0,156.0,275.0,188.8,442.6
2023-07-27T15:00,22.1,56,11.9,1607.33,1,394.0,88.0,306.0,113.6,387.4
2023-07-27T16:00,21.7,59,11.9,0.00,1,289.0,30.0,259.0,43.6,274.1
2023-07-27T17:00,21.6,59,12.2,3600.00,1,367.0,189.0,178.0,330.5,360.9
2023-07-27T18:00,21.4,60,14.0,2136.56,1,217.0,57.0,160.0,131.2,197.8
2023-07-27T19:00,19.6,66,17.3,95.79,1,127.0,18.0,109.0,63.2,110.1
2023-07-27T20:00,18.1,70,15.8,0.00,1,31.0,2.0,29.0,15.0,26.9
2023-07-27T21:00,17.0,74,9.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-27T22:00,15.3,78,11.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-27T23:00,14.1,85,9.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-28T00:00,13.8,87,6.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-28T01:00,14.2,86,9.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-28T02:00,14.0,89,10.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-28T03:00,14.2,92,8.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-28T04:00,14.1,91,8.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-28T05:00,13.6,92,9.7,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-07-28T06:00,14.2,92,10.1,0.00,1,8.0,0.0,8.0,0.0,7.4
2023-07-28T07:00,14.6,93,10.4,0.00,1,20.0,0.0,20.0,0.0,18.6
2023-07-28T08:00,15.4,87,8.6,0.00,1,82.0,0.0,82.0,0.0,76.1
2023-07-28T09:00,16.9,72,14.4,1066.11,1,221.0,50.0,171.0,95.5,208.2
2023-07-28T10:00,17.7,67,16.2,3600.00,1,464.0,168.0,296.0,259.3,459.9
2023-07-28T11:00,18.1,65,19.8,3600.00,1,476.0,318.0,158.0,426.4,517.1
2023-07-28T12:00,18.7,60,18.4,3600.00,1,610.0,309.0,301.0,381.3,649.5
2023-07-28T13:00,18.2,65,19.4,0.00,1,248.0,7.0,241.0,8.4,232.0
2023-07-28T14:00,19.2,55,22.0,3600.00,1,402.0,214.0,188.0,259.7,432.3
2023-07-28T15:00,17.3,70,25.6,0.00,1,121.0,0.0,121.0,0.0,112.2
2023-07-28T16:00,17.6,65,21.6,3600.00,1,388.0,128.0,260.0,186.7,385.8
2023-07-28T17:00,17.2,69,22.7,0.00,1,70.0,0.0,70.0,0.0,64.9
2023-07-28T18:00,16.7,79,18.4,0.00,1,90.0,2.0,88.0,4.6,83.4
2023-07-28T19:00,16.1,80,17.6,0.00,1,60.0,7.0,53.0,24.8,52.7
2023-07-28T20:00,15.6,83,18.4,0.00,1,14.0,0.0,14.0,0.0,13.0
2023-07-28T21:00,15.1,90,12.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-28T22:00,14.4,91,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-28T23:00,13.9,93,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-29T00:00,14.0,91,15.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-29T01:00,13.0,86,11.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-29T02:00,12.5,89,9.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-29T03:00,12.7,88,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-29T04:00,12.5,89,9.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-29T05:00,12.6,89,11.5,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-07-29T06:00,12.6,89,10.1,2505.99,1,36.0,11.0,25.0,124.3,23.4
2023-07-29T07:00,13.9,85,11.9,3600.00,1,153.0,94.0,59.0,415.5,77.7
2023-07-29T08:00,14.9,81,15.5,423.86,1,82.0,28.0,54.0,74.1,71.8
2023-07-29T09:00,16.3,75,19.4,3600.00,1,336.0,168.0,168.0,322.6,323.0
2023-07-29T10:00,16.5,72,20.2,3600.00,1,350.0,126.0,224.0,195.2,347.2
2023-07-29T11:00,18.4,60,22.0,2840.12,1,492.0,115.0,377.0,154.7,484.1
2023-07-29T12:00,19.2,56,25.6,3600.00,1,642.0,332.0,310.0,410.8,686.5
2023-07-29T13:00,20.0,51,27.4,3600.00,1,794.0,441.0,353.0,528.2,862.9
2023-07-29T14:00,20.0,52,26.6,3600.00,1,581.0,427.0,154.0,519.5,658.9
2023-07-29T15:00,19.0,55,26.6,3575.77,1,587.0,138.0,449.0,179.2,579.9
2023-07-29T16:00,19.3,53,29.2,3600.00,1,516.0,246.0,270.0,360.1,529.4
2023-07-29T17:00,18.9,58,20.5,1270.96,1,301.0,58.0,243.0,102.4,286.0
2023-07-29T18:00,17.8,65,22.3,719.31,1,179.0,36.0,143.0,84.0,164.1
2023-07-29T19:00,17.0,71,16.9,137.50,1,65.0,18.0,47.0,64.6,52.6
2023-07-29T20:00,16.1,73,17.3,0.00,1,10.0,0.0,10.0,0.0,9.3
2023-07-29T21:00,15.2,80,16.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-29T22:00,14.7,81,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-29T23:00,14.3,84,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-30T00:00,14.1,84,14.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-30T01:00,13.3,86,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-30T02:00,11.9,90,10.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-30T03:00,12.0,89,9.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-30T04:00,12.7,86,4.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-30T05:00,13.3,89,7.2,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-07-30T06:00,13.6,91,8.3,0.00,1,4.0,0.0,4.0,0.0,3.7
2023-07-30T07:00,13.7,94,5.0,0.00,1,15.0,0.0,15.0,0.0,13.9
2023-07-30T08:00,14.9,94,9.0,0.00,1,55.0,6.0,49.0,16.0,50.1
2023-07-30T09:00,16.2,93,19.4,0.00,1,33.0,0.0,33.0,0.0,30.6
2023-07-30T10:00,16.4,91,20.9,0.00,1,68.0,0.0,68.0,0.0,63.1
2023-07-30T11:00,17.0,87,21.2,0.00,1,217.0,5.0,212.0,6.7,202.5
2023-07-30T12:00,16.9,88,21.6,0.00,1,156.0,0.0,156.0,0.0,144.7
2023-07-30T13:00,17.1,89,22.7,0.00,1,197.0,1.0,196.0,1.2,183.0
2023-07-30T14:00,16.3,94,22.0,0.00,1,79.0,0.0,79.0,0.0,73.3
2023-07-30T15:00,16.7,92,23.8,0.00,1,88.0,0.0,88.0,0.0,81.6
2023-07-30T16:00,16.8,92,22.0,0.00,1,63.0,0.0,63.0,0.0,58.4
2023-07-30T17:00,17.1,93,19.4,0.00,1,45.0,0.0,45.0,0.0,41.7
2023-07-30T18:00,17.2,95,23.4,0.00,1,42.0,0.0,42.0,0.0,39.0
2023-07-30T19:00,17.4,94,21.2,0.00,1,32.0,0.0,32.0,0.0,29.7
2023-07-30T20:00,17.3,94,22.0,0.00,1,5.0,0.0,5.0,0.0,4.6
2023-07-30T21:00,17.1,88,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-30T22:00,16.6,88,13.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-30T23:00,16.2,91,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-31T00:00,15.9,87,15.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-31T01:00,15.3,87,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-31T02:00,15.0,87,11.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-31T03:00,15.0,88,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-31T04:00,15.0,87,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-31T05:00,14.9,87,11.5,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-07-31T06:00,14.9,87,13.0,0.00,1,7.0,0.0,7.0,0.0,6.5
2023-07-31T07:00,14.9,89,11.5,0.00,1,38.0,4.0,34.0,18.2,32.5
2023-07-31T08:00,15.5,87,10.1,0.00,1,88.0,1.0,87.0,2.7,81.5
2023-07-31T09:00,16.2,81,15.8,0.00,1,75.0,0.0,75.0,0.0,69.6
2023-07-31T10:00,16.5,81,14.0,0.00,1,213.0,12.0,201.0,18.7,199.8
2023-07-31T11:00,17.3,79,18.4,68.19,1,329.0,46.0,283.0,62.3,316.6
2023-07-31T12:00,18.6,71,17.3,365.77,1,231.0,58.0,173.0,72.2,230.6
2023-07-31T13:00,19.4,64,22.0,3295.35,1,514.0,141.0,373.0,169.8,518.2
2023-07-31T14:00,19.9,63,24.5,3600.00,1,667.0,420.0,247.0,514.0,739.7
2023-07-31T15:00,19.9,61,22.0,0.00,1,101.0,5.0,96.0,6.5,95.0
2023-07-31T16:00,19.0,64,24.8,0.00,1,126.0,26.0,100.0,38.4,122.4
2023-07-31T17:00,18.5,70,21.2,0.00,1,99.0,9.0,90.0,16.0,93.0
2023-07-31T18:00,17.2,82,18.7,1394.18,1,234.0,45.0,189.0,106.5,215.0
2023-07-31T19:00,17.1,80,17.6,2057.15,1,90.0,35.0,55.0,128.6,68.6
2023-07-31T20:00,16.9,80,15.5,0.00,1,8.0,0.0,8.0,0.0,7.4
2023-07-31T21:00,15.8,80,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-31T22:00,14.7,83,10.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-07-31T23:00,14.7,83,7.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-01T00:00,14.7,86,8.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-01T01:00,14.7,89,8.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-01T02:00,14.2,92,5.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-01T03:00,14.4,88,7.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-01T04:00,14.0,89,6.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-01T05:00,13.2,92,6.5,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-08-01T06:00,13.4,88,9.0,0.00,1,16.0,1.0,15.0,11.9,13.9
2023-08-01T07:00,14.2,87,9.4,0.00,1,57.0,4.0,53.0,18.4,50.1
2023-08-01T08:00,15.7,79,12.2,3159.41,1,194.0,61.0,133.0,165.3,171.5
2023-08-01T09:00,16.3,75,11.9,2823.73,1,257.0,79.0,178.0,154.1,244.7
2023-08-01T10:00,16.9,71,13.7,0.00,1,193.0,9.0,184.0,14.1,180.8
2023-08-01T11:00,17.9,65,10.1,3600.00,1,501.0,218.0,283.0,296.1,519.8
2023-08-01T12:00,18.7,60,12.2,3600.00,1,550.0,220.0,330.0,274.7,572.9
2023-08-01T13:00,17.9,67,11.2,0.00,1,484.0,2.0,482.0,2.4,449.6
2023-08-01T14:00,16.2,77,16.6,0.00,1,42.0,0.0,42.0,0.0,39.0
2023-08-01T15:00,15.1,88,15.1,0.00,1,37.0,0.0,37.0,0.0,34.3
2023-08-01T16:00,14.8,92,13.0,0.00,1,9.0,0.0,9.0,0.0,8.3
2023-08-01T17:00,16.1,88,20.2,0.00,1,173.0,32.0,141.0,57.3,164.6
2023-08-01T18:00,15.4,95,19.4,0.00,1,33.0,0.0,33.0,0.0,30.6
2023-08-01T19:00,15.8,95,14.8,0.00,1,15.0,0.0,15.0,0.0,13.9
2023-08-01T20:00,16.5,96,9.7,0.00,1,11.0,0.0,11.0,0.0,10.2
2023-08-01T21:00,17.5,95,10.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-01T22:00,17.5,92,18.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-01T23:00,16.4,90,19.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-02T00:00,15.5,92,18.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-02T01:00,15.0,90,20.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-02T02:00,14.7,88,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-02T03:00,14.4,90,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-02T04:00,14.0,93,7.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-02T05:00,14.0,94,3.2,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-08-02T06:00,14.3,93,8.3,0.00,1,8.0,0.0,8.0,0.0,7.4
2023-08-02T07:00,14.7,91,11.2,305.77,1,83.0,15.0,68.0,70.2,66.6
2023-08-02T08:00,16.4,86,17.6,3600.00,1,210.0,100.0,110.0,273.2,181.3
2023-08-02T09:00,17.5,80,21.2,3600.00,1,360.0,254.0,106.0,498.2,355.5
2023-08-02T10:00,17.4,79,24.8,750.41,1,249.0,54.0,195.0,85.0,241.5
2023-08-02T11:00,16.1,81,25.2,0.00,1,230.0,1.0,229.0,1.4,213.6
2023-08-02T12:00,16.1,80,25.2,0.00,1,207.0,6.0,201.0,7.5,193.8
2023-08-02T13:00,17.1,76,25.2,0.00,1,314.0,11.0,303.0,13.3,294.6
2023-08-02T14:00,17.5,74,25.6,0.00,1,241.0,11.0,230.0,13.5,226.8
2023-08-02T15:00,17.9,69,22.3,0.00,1,321.0,33.0,288.0,43.4,306.7
2023-08-02T16:00,18.7,65,22.7,3600.00,1,239.0,154.0,85.0,229.1,255.9
2023-08-02T17:00,18.7,66,24.5,0.00,1,168.0,1.0,167.0,1.8,156.0
2023-08-02T18:00,17.8,72,24.5,2524.14,1,180.0,60.0,120.0,144.1,164.8
2023-08-02T19:00,17.1,76,18.4,573.81,1,72.0,21.0,51.0,79.1,57.9
2023-08-02T20:00,16.9,77,16.6,0.00,1,6.0,0.0,6.0,0.0,5.6
2023-08-02T21:00,16.2,81,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-02T22:00,15.6,83,16.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-02T23:00,15.3,81,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-03T00:00,15.0,81,16.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-03T01:00,14.8,81,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-03T02:00,14.5,82,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-03T03:00,14.6,82,15.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-03T04:00,14.7,82,16.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-03T05:00,14.5,83,18.7,0.00,1,0.0,0.0,0.0,0.0,0.0
2023-08-03T06:00,14.6,82,18.7,0.00,1,8.0,0.0,8.0,0.0,7.4
2023-08-03T07:00,14.5,82,18.4,0.00,1,68.0,12.0,56.0,57.0,54.8
2023-08-03T08:00,15.0,79,17.3,0.00,1,91.0,2.0,89.0,5.5,84.2
2023-08-03T09:00,15.3,75,15.5,0.00,1,115.0,0.0,115.0,0.0,106.7
2023-08-03T10:00,16.1,69,18.4,0.00,1,238.0,18.0,220.0,28.5,224.4
2023-08-03T11:00,16.1,72,16.6,0.00,1,247.0,5.0,242.0,6.8,230.4
2023-08-03T12:00,16.8,68,19.1,348.24,1,378.0,57.0,321.0,71.6,367.3
2023-08-03T13:00,17.7,64,26.3,0.00,1,256.0,0.0,256.0,0.0,237.5
2023-08-03T14:00,17.3,67,23.0,0.00,1,162.0,0.0,162.0,0.0,150.3
2023-08-03T15:00,18.2,60,24.5,3600.00,1,557.0,233.0,324.0,307.7,580.7
2023-08-03T16:00,18.4,59,22.7,3600.00,1,360.0,247.0,113.0,369.0,389.8
2023-08-03T17:00,17.8,65,21.6,1080.71,1,391.0,53.0,338.0,96.0,370.0
2023-08-03T18:00,17.7,64,18.7,0.00,1,211.0,20.0,191.0,48.4,195.1
2023-08-03T19:00,16.8,71,15.1,605.84,1,62.0,21.0,41.0,80.2,48.7
2023-08-03T20:00,15.8,74,15.5,0.00,1,22.0,6.0,16.0,55.1,15.0
2023-08-03T21:00,15.5,74,10.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-03T22:00,14.7,70,15.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-03T23:00,13.5,78,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T00:00,12.9,77,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T01:00,12.5,77,13.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T02:00,12.0,81,7.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T03:00,12.3,85,7.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T04:00,12.1,85,8.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T05:00,12.6,79,9.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T06:00,12.7,77,8.6,0.00,1,16.0,2.0,14.0,25.2,13.0
2023-08-04T07:00,13.2,75,6.8,3600.00,1,131.0,41.0,90.0,197.8,93.1
2023-08-04T08:00,14.5,69,6.8,3600.00,1,188.0,66.0,122.0,183.3,166.1
2023-08-04T09:00,16.0,60,8.3,3600.00,1,400.0,258.0,142.0,511.8,395.4
2023-08-04T10:00,16.3,59,6.5,0.00,1,274.0,36.0,238.0,57.2,261.5
2023-08-04T11:00,16.9,56,9.7,0.00,1,179.0,1.0,178.0,1.4,166.3
2023-08-04T12:00,16.9,57,9.4,0.00,1,269.0,21.0,248.0,26.5,255.8
2023-08-04T13:00,16.9,57,6.8,0.00,1,162.0,2.0,160.0,2.4,150.9
2023-08-04T14:00,16.6,62,11.2,0.00,1,95.0,0.0,95.0,0.0,88.1
2023-08-04T15:00,15.5,68,14.8,0.00,1,111.0,1.0,110.0,1.3,103.2
2023-08-04T16:00,15.4,65,13.0,0.00,1,130.0,10.0,120.0,15.0,122.9
2023-08-04T17:00,15.1,73,13.7,0.00,1,98.0,3.0,95.0,5.5,91.3
2023-08-04T18:00,14.4,79,13.7,0.00,1,32.0,0.0,32.0,0.0,29.7
2023-08-04T19:00,13.6,88,14.0,0.00,1,11.0,0.0,11.0,0.0,10.2
2023-08-04T20:00,13.1,94,16.2,0.00,1,3.0,0.0,3.0,0.0,2.8
2023-08-04T21:00,13.0,93,17.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T22:00,12.9,96,20.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-04T23:00,13.4,95,24.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T00:00,14.7,93,18.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T01:00,14.8,92,19.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T02:00,14.0,93,19.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T03:00,14.3,93,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T04:00,14.8,92,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T05:00,15.1,84,29.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T06:00,12.8,81,33.5,0.00,1,22.0,3.0,19.0,38.6,17.7
2023-08-05T07:00,12.7,82,34.6,112.07,1,88.0,13.0,75.0,63.7,72.6
2023-08-05T08:00,13.5,79,31.0,1393.97,1,182.0,38.0,144.0,106.5,164.2
2023-08-05T09:00,15.0,67,31.7,3600.00,1,450.0,335.0,115.0,668.3,450.8
2023-08-05T10:00,16.1,63,36.4,3600.00,1,531.0,323.0,208.0,515.1,560.1
2023-08-05T11:00,17.3,60,33.8,3600.00,1,639.0,434.0,205.0,597.9,709.5
2023-08-05T12:00,18.1,57,29.9,3600.00,1,557.0,396.0,161.0,500.7,635.8
2023-08-05T13:00,18.4,58,26.3,1319.09,1,319.0,85.0,234.0,104.0,322.5
2023-08-05T14:00,17.5,65,20.9,0.00,1,362.0,0.0,362.0,0.0,335.8
2023-08-05T15:00,18.3,59,19.1,3349.12,1,499.0,129.0,370.0,171.6,499.4
2023-08-05T16:00,18.1,58,22.3,3600.00,1,531.0,496.0,35.0,747.7,609.0
2023-08-05T17:00,18.8,54,18.4,3600.00,1,172.0,217.0,0.0,397.8,233.0
2023-08-05T18:00,17.5,56,22.0,3600.00,1,269.0,147.0,122.0,362.0,246.0
2023-08-05T19:00,16.9,61,17.6,3600.00,1,152.0,73.0,79.0,286.8,110.3
2023-08-05T20:00,15.6,70,15.1,571.38,1,30.0,8.0,22.0,78.2,20.6
2023-08-05T21:00,14.5,75,9.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T22:00,13.9,80,11.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-05T23:00,13.9,81,13.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-06T00:00,13.2,84,10.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-06T01:00,13.1,84,11.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-06T02:00,13.2,84,11.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2023-08-06T03:00,12.7,86,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
